Exchange Date,Close,CloseNDAQO,CloseDIA,CloseUSO,CloseGLD
5-May-03,114.5457885,6.35,85.5,,
6-May-03,113.4003306,6.4,85.99,,
7-May-03,112.2663273,6.4,85.86,,
8-May-03,111.1436641,6.39,85.13,,
9-May-03,110.0322274,6.25,86.17,,
12-May-03,108.9319052,6.33,87.34,,
13-May-03,107.8425861,6.3,87.04,,
14-May-03,106.7641602,6.35,86.84,,
15-May-03,105.6965186,6.35,87.32,,
16-May-03,104.6395535,6.3,86.99,,
19-May-03,103.5931579,6.35,85.17,,
20-May-03,102.5572263,6.2,85.07,,
21-May-03,101.5316541,6.15,85.2,,
22-May-03,100.5163375,6.07,86.04,,
23-May-03,100,5.86,86.23,,
27-May-03,101,5.9,87.87,,
28-May-03,102.01,6,88,,
29-May-03,103.0301,6.05,87.4,,
30-May-03,104.060401,6.2,88.84,,
2-Jun-03,105.101005,6.32,89.34,,
3-Jun-03,106.1520151,6.2,89.55,,
4-Jun-03,107.2135352,6.2,90.71,,
5-Jun-03,108.2856706,6.3,90.74,,
6-Jun-03,109.3685273,6.39,90.87,,
9-Jun-03,110.4622125,6.3,90.23,,
10-Jun-03,111.5668347,6.3,91.03,,
11-Jun-03,112.682503,6.22,92.11,,
12-Jun-03,113.809328,6.24,92.43,,
13-Jun-03,114.9474213,6.4,91.58,,
16-Jun-03,116.0968955,7.3,93.5,,
17-Jun-03,117.2578645,7,93.46,,
18-Jun-03,118.4304431,7.1,93.26,,
19-Jun-03,119.6147476,6.9,92.12,,
20-Jun-03,120.810895,7.15,91.84,,
23-Jun-03,122.019004,7,90.9,,
24-Jun-03,123.239194,7.15,91.19,,
25-Jun-03,124.471586,7.1,90.09,,
26-Jun-03,125.7163018,7.8,90.83,,
27-Jun-03,126.9734649,8.25,89.87,,
30-Jun-03,128.2431995,8.05,89.91,,
1-Jul-03,129.5256315,7.75,90.58,,
2-Jul-03,130.8208878,8.15,91.66,,
3-Jul-03,132.1290967,8.25,90.7,,
7-Jul-03,133.4503877,8,92.36,,
8-Jul-03,134.7848915,8.6,92.46,,
9-Jul-03,136.1327404,9.28,91.83,,
10-Jul-03,137.4940679,9.05,90.59,,
11-Jul-03,138.8690085,9.16,91.39,,
14-Jul-03,140.2576986,9.55,91.85,,
15-Jul-03,141.6602756,9.76,91.59,,
16-Jul-03,143.0768784,9.51,91.28,,
17-Jul-03,144.5076471,9.05,90.72,,
18-Jul-03,145.9527236,8.9,91.83,,
21-Jul-03,147.4122509,8.6,91.15,,
22-Jul-03,148.8863734,8.3,91.66,,
23-Jul-03,150.3752371,8.45,92.06,,
24-Jul-03,151.8789895,8.45,91.24,,
25-Jul-03,153.3977794,8.45,92.91,,
28-Jul-03,154.9317572,8.5,92.66,,
29-Jul-03,156.4810747,8.55,92.27,,
30-Jul-03,158.0458855,8.6,92.16,,
31-Jul-03,159.6263443,8.6,92.47,,
1-Aug-03,161.2226078,8.5,91.79,,
4-Aug-03,162.8348338,8.25,91.94,,
5-Aug-03,161.2064855,8.15,90.03,,
6-Aug-03,159.5944207,7,90.66,,
7-Aug-03,157.9984764,6.65,91.55,,
8-Aug-03,156.4184917,7,92.19,,
11-Aug-03,154.8543068,7.15,92.44,,
12-Aug-03,153.3057637,7.25,93.25,,
13-Aug-03,151.7727061,7.2,93.03,,
14-Aug-03,150.254979,7.4,93.1,,
15-Aug-03,148.7524292,7.45,93.33,,
18-Aug-03,147.2649049,7.15,94.28,,
19-Aug-03,145.7922559,7,94.49,,
20-Aug-03,144.3343333,7,94.18,,
21-Aug-03,142.89099,7.2,94.44,,
22-Aug-03,141.4620801,7.3,93.71,,
25-Aug-03,140.0474593,7.11,93.48,,
26-Aug-03,138.6469847,7.24,93.6,,
27-Aug-03,137.2605148,7.2,93.53,,
28-Aug-03,135.8879097,7.11,93.97,,
29-Aug-03,134.5290306,7.25,94.41,,
2-Sep-03,133.1837403,7.5,95.46,,
3-Sep-03,131.8519029,7.5,96.02,,
4-Sep-03,130.5333839,7.55,96.21,,
5-Sep-03,129.22805,7.65,95.38,,
8-Sep-03,127.9357695,7.65,96.12,,
9-Sep-03,126.6564118,7.62,95.45,,
10-Sep-03,125.3898477,7.65,94.68,,
11-Sep-03,124.1359492,7.6,94.97,,
12-Sep-03,122.8945897,7.75,95.05,,
15-Sep-03,121.6656438,7.7,94.83,,
16-Sep-03,120.4489874,7.85,96,,
17-Sep-03,119.2444975,8,95.95,,
18-Sep-03,118.0520525,8.25,96.95,,
19-Sep-03,116.871532,8.15,96.47,,
22-Sep-03,115.7028167,8.3,95.56,,
23-Sep-03,114.5457885,8.4,95.77,,
24-Sep-03,113.4003306,8.4,94.44,,
25-Sep-03,112.2663273,8.3,93.25,,
26-Sep-03,111.1436641,8.25,93.3,,
29-Sep-03,110.0322274,8.05,93.92,,
30-Sep-03,108.9319052,8.05,93.13,,
1-Oct-03,107.8425861,8.1,94.81,,
2-Oct-03,106.7641602,,95.19,,
3-Oct-03,105.6965186,8.07,95.92,,
6-Oct-03,104.6395535,8.09,96.2,,
7-Oct-03,103.5931579,8,96.69,,
8-Oct-03,102.5572263,8.15,96.73,,
9-Oct-03,101.5316541,8.15,97.14,,
10-Oct-03,100.5163375,8.12,97.29,,
13-Oct-03,100,8.12,97.9,,
14-Oct-03,101,8.45,98.36,,
15-Oct-03,102.01,8.5,98.22,,
16-Oct-03,103.0301,8.65,98.18,,
17-Oct-03,104.060401,8.88,97.3,,
20-Oct-03,105.101005,8.9,97.97,,
21-Oct-03,106.1520151,8.95,97.6,,
22-Oct-03,107.2135352,8.82,96.21,,
23-Oct-03,108.2856706,8.82,95.95,,
24-Oct-03,109.3685273,8.82,96.18,,
27-Oct-03,110.4622125,8.8,96.29,,
28-Oct-03,111.5668347,8.8,97.63,,
29-Oct-03,112.682503,8.8,97.87,,
30-Oct-03,113.809328,8.8,98.3,,
31-Oct-03,114.9474213,8.8,98.03,,
3-Nov-03,116.0968955,8.75,98.51,,
4-Nov-03,117.2578645,8.89,98.58,,
5-Nov-03,118.4304431,8.95,98.56,,
6-Nov-03,119.6147476,9.05,98.93,,
7-Nov-03,120.810895,9.15,98.11,,
10-Nov-03,122.019004,9.12,97.81,,
11-Nov-03,123.239194,9.25,97.62,,
12-Nov-03,124.471586,9.2,98.8,,
13-Nov-03,125.7163018,9.2,98.72,,
14-Nov-03,126.9734649,9.25,97.97,,
17-Nov-03,128.2431995,9.1,97.54,,
18-Nov-03,129.5256315,9.1,96.6,,
19-Nov-03,130.8208878,9.05,97.38,,
20-Nov-03,132.1290967,9,96.54,,
21-Nov-03,133.4503877,9,96.49,,
24-Nov-03,134.7848915,9,97.47,,
25-Nov-03,136.1327404,9,97.68,,
26-Nov-03,137.4940679,8.85,97.9,,
28-Nov-03,138.8690085,8.9,98.08,,
1-Dec-03,140.2576986,8.85,99.1,,
2-Dec-03,141.6602756,8.85,98.75,,
3-Dec-03,143.0768784,8.75,98.95,,
4-Dec-03,144.5076471,8.75,99.45,,
5-Dec-03,145.9527236,9,98.8,,
8-Dec-03,147.4122509,8.85,99.81,,
9-Dec-03,148.8863734,8.75,99.44,,
10-Dec-03,150.3752371,8.55,99.6,,
11-Dec-03,151.8789895,8.6,100.38,,
12-Dec-03,153.3977794,,100.63,,
15-Dec-03,154.9317572,8.5,100.45,,
16-Dec-03,156.4810747,8.55,101.5,,
17-Dec-03,158.0458855,8.55,101.86,,
18-Dec-03,159.6263443,8.55,102.81,,
19-Dec-03,161.2226078,8.9,102.74,,
22-Dec-03,162.8348338,8.75,103.61,,
23-Dec-03,161.2064855,9,103.46,,
24-Dec-03,159.5944207,9,103.2,,
26-Dec-03,157.9984764,9.21,103.27,,
29-Dec-03,156.4184917,9.3,104.68,,
30-Dec-03,154.8543068,9.21,104.33,,
31-Dec-03,153.3057637,9.45,104.57,,
2-Jan-04,151.7727061,9.25,104.37,,
5-Jan-04,150.254979,8.75,105.58,,
6-Jan-04,148.7524292,8.8,105.5,,
7-Jan-04,147.2649049,8.75,105.55,,
8-Jan-04,145.7922559,9.2,106.01,,
9-Jan-04,144.3343333,10.33,104.69,,
12-Jan-04,142.89099,11.35,105.17,,
13-Jan-04,141.4620801,10.9,104.5,,
14-Jan-04,140.0474593,10.6,105.67,,
15-Jan-04,138.6469847,10.95,105.96,,
16-Jan-04,137.2605148,10.8,106.12,,
20-Jan-04,135.8879097,11,105.46,,
21-Jan-04,134.5290306,10.95,106.3,,
22-Jan-04,133.1837403,10.95,106.49,,
23-Jan-04,131.8519029,10.4,105.86,,
26-Jan-04,130.5333839,10.5,107.18,,
27-Jan-04,129.22805,10.26,106.29,,
28-Jan-04,127.9357695,9.5,105.07,,
29-Jan-04,126.6564118,8.75,105.08,,
30-Jan-04,125.3898477,8.85,105.08,,
2-Feb-04,124.1359492,8.96,105.3,,
3-Feb-04,122.8945897,9.05,105.15,,
4-Feb-04,121.6656438,9,104.78,,
5-Feb-04,120.4489874,9.1,105.13,,
6-Feb-04,119.2444975,9.1,106.01,,
9-Feb-04,118.0520525,9.1,106.12,,
10-Feb-04,116.871532,9.05,106.25,,
11-Feb-04,115.7028167,9.1,107.4,,
12-Feb-04,114.5457885,9.1,107.3,,
13-Feb-04,113.4003306,9.15,106.7,,
17-Feb-04,112.2663273,9.15,107.51,,
18-Feb-04,111.1436641,9.15,107.17,,
19-Feb-04,110.0322274,9.1,107.1,,
20-Feb-04,108.9319052,9.05,106.42,,
23-Feb-04,107.8425861,9.1,106.23,,
24-Feb-04,106.7641602,9,105.83,,
25-Feb-04,105.6965186,9,106.19,,
26-Feb-04,104.6395535,8.92,105.94,,
27-Feb-04,103.5931579,8.92,106.07,,
1-Mar-04,102.5572263,8.9,106.96,,
2-Mar-04,101.5316541,8.95,106.1,,
3-Mar-04,100.5163375,9,106.03,,
4-Mar-04,100,9.02,105.89,,
5-Mar-04,101,9.15,106.2,,
8-Mar-04,102.01,9.05,105.19,,
9-Mar-04,103.0301,9.05,104.64,,
10-Mar-04,104.060401,9.05,102.83,,
11-Mar-04,105.101005,9.03,101.5,,
12-Mar-04,106.1520151,9,102.5,,
15-Mar-04,107.2135352,9,101.45,,
16-Mar-04,108.2856706,8.95,102.14,,
17-Mar-04,109.3685273,8.9,103.26,,
18-Mar-04,110.4622125,8.75,103.31,,
19-Mar-04,111.5668347,8.55,101.94,,
22-Mar-04,112.682503,8.56,100.72,,
23-Mar-04,113.809328,8.85,100.65,,
24-Mar-04,114.9474213,8.89,100.71,,
25-Mar-04,116.0968955,8.6,102.16,,
26-Mar-04,117.2578645,8.56,102.2,,
29-Mar-04,118.4304431,8.7,103.52,,
30-Mar-04,119.6147476,8.6,104,,
31-Mar-04,120.810895,8.6,103.92,,
1-Apr-04,122.019004,8.56,104.08,,
2-Apr-04,123.239194,,104.96,,
5-Apr-04,124.471586,8.55,105.66,,
6-Apr-04,125.7163018,8.65,105.64,,
7-Apr-04,126.9734649,8.5,105.3,,
8-Apr-04,128.2431995,8.55,104.69,,
12-Apr-04,129.5256315,8.45,105.31,,
13-Apr-04,130.8208878,8.3,103.84,,
14-Apr-04,132.1290967,8.15,104.22,,
15-Apr-04,133.4503877,7.6,103.88,,
16-Apr-04,134.7848915,7.7,104.66,,
19-Apr-04,136.1327404,7.55,104.47,,
20-Apr-04,137.4940679,,103.03,,
21-Apr-04,138.8690085,7.75,103.3,,
22-Apr-04,140.2576986,7.75,104.81,,
23-Apr-04,141.6602756,7.89,104.92,,
26-Apr-04,143.0768784,7.95,104.95,,
27-Apr-04,144.5076471,7.95,105.06,,
28-Apr-04,145.9527236,7.5,103.77,,
29-Apr-04,147.4122509,7.5,103.06,,
30-Apr-04,148.8863734,,102.35,,
3-May-04,150.3752371,7.75,103.3,,
4-May-04,151.8789895,7.75,103.13,,
5-May-04,153.3977794,7.7,103.46,,
6-May-04,154.9317572,7.7,102.6,,
7-May-04,156.4810747,7.67,101.15,,
10-May-04,158.0458855,7.6,99.91,,
11-May-04,159.6263443,7.3,100.24,,
12-May-04,161.2226078,7.56,100.99,,
13-May-04,162.8348338,,100.23,,
14-May-04,161.2064855,7.25,100.45,,
17-May-04,159.5944207,7.1,99.56,,
18-May-04,157.9984764,7.2,99.97,,
19-May-04,156.4184917,7.2,99.7,,
20-May-04,154.8543068,7.15,100.02,,
21-May-04,153.3057637,7.1,99.8,,
24-May-04,151.7727061,7.12,99.86,,
25-May-04,150.254979,7.3,101.27,,
26-May-04,148.7524292,7.25,101.35,,
27-May-04,147.2649049,7.35,102.3,,
28-May-04,145.7922559,7.25,102.18,,
1-Jun-04,144.3343333,7.22,102.16,,
2-Jun-04,142.89099,7.22,102.84,,
3-Jun-04,141.4620801,7.22,102.13,,
4-Jun-04,140.0474593,7.3,102.66,,
7-Jun-04,138.6469847,,103.98,,
8-Jun-04,137.2605148,7.3,104.47,,
9-Jun-04,135.8879097,7.25,103.95,,
10-Jun-04,134.5290306,7.23,104.25,,
14-Jun-04,133.1837403,7.15,103.6,,
15-Jun-04,131.8519029,6.9,104.11,,
16-Jun-04,130.5333839,,103.99,,
17-Jun-04,129.22805,6.9,103.95,,
18-Jun-04,127.9357695,6.91,104.22,,
21-Jun-04,126.6564118,6.88,103.81,,
22-Jun-04,125.3898477,6.6,104.17,,
23-Jun-04,124.1359492,6.75,104.93,,
24-Jun-04,122.8945897,6.63,104.61,,
25-Jun-04,121.6656438,6.61,104.05,,
28-Jun-04,120.4489874,6.6,103.62,,
29-Jun-04,119.2444975,6.47,104.3,,
30-Jun-04,118.0520525,6.3,104.63,,
1-Jul-04,116.871532,6.29,103.26,,
2-Jul-04,115.7028167,6.35,103.03,,
6-Jul-04,114.5457885,6.39,102.34,,
7-Jul-04,113.4003306,6.32,102.6,,
8-Jul-04,112.2663273,6.25,102.07,,
9-Jul-04,111.1436641,6.3,102.37,,
12-Jul-04,110.0322274,6.3,102.57,,
13-Jul-04,108.9319052,6.3,102.57,,
14-Jul-04,107.8425861,6.3,102.28,,
15-Jul-04,106.7641602,6.35,101.61,,
16-Jul-04,105.6965186,6.41,101.7,,
19-Jul-04,104.6395535,6.4,100.95,,
20-Jul-04,103.5931579,6.41,101.9,,
21-Jul-04,102.5572263,6.3,100.4,,
22-Jul-04,101.5316541,6.37,100.52,,
23-Jul-04,100.5163375,6.3,99.82,,
26-Jul-04,100,6.3,99.78,,
27-Jul-04,101,6.29,100.95,,
28-Jul-04,102.01,6.23,101.38,,
29-Jul-04,103.0301,6.3,101.54,,
30-Jul-04,104.060401,6.3,101.75,,
2-Aug-04,105.101005,6.3,101.94,,
3-Aug-04,106.1520151,6.25,101.25,,
4-Aug-04,107.2135352,6.25,101.4,,
5-Aug-04,108.2856706,6.3,99.72,,
6-Aug-04,109.3685273,6.26,98.37,,
9-Aug-04,110.4622125,6.26,98.42,,
10-Aug-04,111.5668347,6.25,99.57,,
11-Aug-04,112.682503,6.2,99.71,,
12-Aug-04,113.809328,6.06,98.58,,
13-Aug-04,114.9474213,5.9,98.7,,
16-Aug-04,116.0968955,5.9,99.8,,
17-Aug-04,117.2578645,5.9,100.25,,
18-Aug-04,118.4304431,6,101.22,,
19-Aug-04,119.6147476,6,100.85,,
20-Aug-04,120.810895,6.15,101.25,,
23-Aug-04,122.019004,6.1,100.9,,
24-Aug-04,123.239194,6.1,101.22,,
25-Aug-04,124.471586,6.1,101.88,,
26-Aug-04,125.7163018,6.05,101.87,,
27-Aug-04,126.9734649,6.08,102.16,,
30-Aug-04,128.2431995,6.25,101.41,,
31-Aug-04,129.5256315,6.17,101.89,,
1-Sep-04,130.8208878,,101.88,,
2-Sep-04,132.1290967,6.05,103.04,,
3-Sep-04,133.4503877,6.15,102.86,,
7-Sep-04,134.7848915,6.1,103.64,,
8-Sep-04,136.1327404,6.05,103.49,,
9-Sep-04,137.4940679,6.1,103,,
10-Sep-04,138.8690085,6.07,103.23,,
13-Sep-04,140.2576986,5.75,103.5,,
14-Sep-04,141.6602756,5.62,103.5,,
15-Sep-04,143.0768784,5.65,102.54,,
16-Sep-04,144.5076471,5.59,102.75,,
17-Sep-04,145.9527236,5.53,103.01,,
20-Sep-04,147.4122509,5.6,102.15,,
21-Sep-04,148.8863734,5.6,102.37,,
22-Sep-04,150.3752371,5.58,101.1,,
23-Sep-04,151.8789895,5.65,100.45,,
24-Sep-04,153.3977794,5.9,100.72,,
27-Sep-04,154.9317572,6.05,100.16,,
28-Sep-04,156.4810747,6.05,100.89,,
29-Sep-04,158.0458855,6.75,101.47,,
30-Sep-04,159.6263443,6.9,100.87,,
1-Oct-04,161.2226078,7.4,102.16,,
4-Oct-04,162.8348338,7.85,102.31,,
5-Oct-04,161.2064855,7.6,102.04,,
6-Oct-04,159.5944207,7.88,102.64,,
7-Oct-04,157.9984764,7.9,101.44,,
8-Oct-04,156.4184917,7.65,100.7,,
11-Oct-04,154.8543068,,101.14,,
12-Oct-04,153.3057637,7.58,101.05,,
13-Oct-04,151.7727061,7.5,100.08,,
14-Oct-04,150.254979,7.55,99.18,,
15-Oct-04,148.7524292,7.5,99.47,,
18-Oct-04,147.2649049,7.2,99.63,,
19-Oct-04,145.7922559,6.6,99.1,,
20-Oct-04,144.3343333,6.7,98.89,,
21-Oct-04,142.89099,6.55,98.94,,
22-Oct-04,141.4620801,6.55,97.76,,
25-Oct-04,140.0474593,6.45,97.68,,
26-Oct-04,138.6469847,6.55,99.08,,
27-Oct-04,137.2605148,6.55,100.14,,
28-Oct-04,135.8879097,6.6,100.27,,
29-Oct-04,134.5290306,6.8,100.38,,
1-Nov-04,133.1837403,6.8,100.71,,
2-Nov-04,131.8519029,6.75,100.53,,
3-Nov-04,130.5333839,6.83,101.71,,
4-Nov-04,129.22805,6.8,103.32,,
5-Nov-04,127.9357695,6.9,104.22,,
8-Nov-04,126.6564118,6.9,104.29,,
9-Nov-04,125.3898477,7.1,104.21,,
10-Nov-04,124.1359492,7.12,104.39,,
11-Nov-04,122.8945897,7.3,105.09,,
12-Nov-04,121.6656438,7.35,105.65,,
15-Nov-04,120.4489874,7.5,105.73,,
16-Nov-04,119.2444975,7.52,105.13,,
17-Nov-04,118.0520525,7.6,105.9,,
18-Nov-04,116.871532,7.65,106,,
19-Nov-04,115.7028167,7.65,104.57,,
22-Nov-04,114.5457885,7.72,104.8,,
23-Nov-04,113.4003306,7.35,104.99,,
24-Nov-04,112.2663273,6.95,105.03,,
26-Nov-04,111.1436641,7,104.92,,
29-Nov-04,110.0322274,7.02,104.47,,
30-Nov-04,108.9319052,7,104.33,,
1-Dec-04,107.8425861,7,105.67,,
2-Dec-04,106.7641602,6.85,105.84,,
3-Dec-04,105.6965186,6.9,105.69,,
6-Dec-04,104.6395535,6.97,105.35,,
7-Dec-04,103.5931579,6.7,104.41,,
8-Dec-04,102.5572263,6.7,105.01,,
9-Dec-04,101.5316541,6.5,105.38,,
10-Dec-04,100.5163375,6.85,105.5,,
13-Dec-04,100,6.8,106.45,,
14-Dec-04,101,8.34,106.76,,
15-Dec-04,102.01,9.15,106.85,,
16-Dec-04,103.0301,9.41,107.16,,
17-Dec-04,104.060401,9.1,106.53,,
20-Dec-04,105.101005,9.65,106.62,,
21-Dec-04,106.1520151,9.76,107.42,,
22-Dec-04,107.2135352,9.16,108.01,,
23-Dec-04,108.2856706,9.4,108.15,,
27-Dec-04,109.3685273,9.2,107.76,,
28-Dec-04,110.4622125,9.3,108.4,,
29-Dec-04,111.5668347,9.4,108.24,,
30-Dec-04,112.682503,10.09,107.85,,
31-Dec-04,113.809328,10.2,107.51,,
3-Jan-05,114.9474213,10.15,107.32,,
4-Jan-05,116.0968955,9.85,106.3,,
5-Jan-05,117.2578645,9.75,105.71,,
6-Jan-05,118.4304431,9.8,106.04,,
7-Jan-05,119.6147476,9.12,105.84,,
10-Jan-05,120.810895,9.4,106.2,,
11-Jan-05,122.019004,9.45,105.52,,
12-Jan-05,123.239194,9.25,106.03,,
13-Jan-05,124.471586,8.7,104.95,,
14-Jan-05,125.7163018,8.32,105.44,,
18-Jan-05,126.9734649,8.8,106.16,,
19-Jan-05,128.2431995,8.4,105.25,,
20-Jan-05,129.5256315,8.68,104.76,,
21-Jan-05,130.8208878,8.45,103.84,,
24-Jan-05,132.1290967,8.3,103.75,,
25-Jan-05,133.4503877,8.1,104.59,,
26-Jan-05,134.7848915,8.28,104.79,,
27-Jan-05,136.1327404,8.45,104.57,,
28-Jan-05,137.4940679,8.65,104.44,,
31-Jan-05,138.8690085,8.56,104.8,,
1-Feb-05,140.2576986,8.3,105.4,,
2-Feb-05,141.6602756,8.4,105.88,,
3-Feb-05,143.0768784,8.7,105.92,,
4-Feb-05,144.5076471,9.61,107,,
7-Feb-05,145.9527236,10.03,107.01,,
8-Feb-05,147.4122509,9.9,107.25,,
9-Feb-05,148.8863734,9.71,106.74,,
10-Feb-05,150.3752371,10.62,107.5,,
11-Feb-05,151.8789895,10.5,108.09,,
14-Feb-05,153.3977794,10.46,107.98,,
15-Feb-05,154.9317572,10.05,108.47,,
16-Feb-05,156.4810747,10.15,108.45,,
17-Feb-05,158.0458855,9.85,107.72,,
18-Feb-05,159.6263443,10.03,107.81,,
22-Feb-05,161.2226078,9.73,106.01,,
23-Feb-05,162.8348338,9.68,106.83,,
24-Feb-05,161.2064855,9.65,107.41,,
25-Feb-05,159.5944207,10.5,108.36,,
28-Feb-05,157.9984764,10.54,107.7,,
1-Mar-05,156.4184917,10.62,108.23,,
2-Mar-05,154.8543068,10.86,108.07,,
3-Mar-05,153.3057637,10.77,108.25,,
4-Mar-05,151.7727061,10.7,109.54,,
7-Mar-05,150.254979,10.93,109.33,,
8-Mar-05,148.7524292,10.7,109.16,,
9-Mar-05,147.2649049,10.32,108.01,,
10-Mar-05,145.7922559,10.16,108.47,,
11-Mar-05,144.3343333,10.29,107.84,,
14-Mar-05,142.89099,10.45,108.14,,
15-Mar-05,141.4620801,10.77,107.57,,
16-Mar-05,140.0474593,10.97,106.35,,
17-Mar-05,138.6469847,11.07,106.29,,
18-Mar-05,137.2605148,11.36,105.96,,
21-Mar-05,135.8879097,11.48,105.42,,
22-Mar-05,134.5290306,11.05,104.53,,
23-Mar-05,133.1837403,10.81,104.41,,
24-Mar-05,131.8519029,11.1,104.44,,
28-Mar-05,130.5333839,11.15,104.76,,
29-Mar-05,129.22805,10.94,104.07,,
30-Mar-05,127.9357695,10.74,105.34,,
31-Mar-05,126.6564118,10.7,104.99,,
1-Apr-05,125.3898477,10.46,104.05,,
4-Apr-05,124.1359492,10.75,104.22,,
5-Apr-05,122.8945897,10.73,104.59,,
6-Apr-05,121.6656438,10.78,105.02,,
7-Apr-05,120.4489874,10.87,105.52,,
8-Apr-05,119.2444975,10.89,104.54,,
11-Apr-05,118.0520525,10.53,104.47,,
12-Apr-05,116.871532,10.73,104.99,,
13-Apr-05,115.7028167,10.62,103.98,,
14-Apr-05,114.5457885,10.55,102.4,,
15-Apr-05,113.4003306,10.46,100.7,,
18-Apr-05,112.2663273,10.64,100.55,,
19-Apr-05,111.1436641,10.83,101.25,,
20-Apr-05,110.0322274,10.4,100.14,,
21-Apr-05,108.9319052,10.65,102.12,,
22-Apr-05,107.8425861,13.43,101.83,,
25-Apr-05,106.7641602,14.48,102.4,,
26-Apr-05,105.6965186,14.09,101.51,,
27-Apr-05,104.6395535,14.41,101.9,,
28-Apr-05,103.5931579,15,100.52,,
29-Apr-05,102.5572263,14.99,101.88,,
2-May-05,101.5316541,14.99,102.58,,
3-May-05,100.5163375,14.96,102.89,,
4-May-05,100,15.15,103.77,,
5-May-05,101,15.3,103.5,,
6-May-05,102.01,15.88,103.43,,
9-May-05,103.0301,15.77,103.75,,
10-May-05,104.060401,15,102.7,,
11-May-05,105.101005,14.92,103.02,,
12-May-05,106.1520151,14.52,101.93,,
13-May-05,107.2135352,14.54,101.67,,
