Time,Close,CloseNDAQO,CloseDIA,CloseUSO,CloseGLD
11/24/21 15:25,466.05,466.71,468.67,465.28,460.98
11/24/21 15:30,466.06,466.83,468.66,465.14,461.14
11/24/21 15:35,465.95,466.82,468.71,465.09,460.71
11/24/21 15:40,465.78,466.76,468.62,465.05,459.56
11/24/21 15:45,465.63,466.65,468.48,465.16,457.84
11/24/21 15:50,465.51,466.57,468.41,465,459.03
11/24/21 15:55,465.56,466.35,467.82,465.03,458.64
11/24/21 16:00,466.26,466.3,467.79,465.08,457.89
11/24/21 16:05,467.06,466.5,468.31,465.12,457.59
11/24/21 16:10,466.51,465.85,468.27,465.3,457.89
11/24/21 16:15,466.53,465.91,467.87,465.35,458.12
11/24/21 16:20,466.54,465.96,468.06,465.32,458.1
11/24/21 16:25,466.97,466.09,468.05,465.31,458.18
11/24/21 16:30,467.34,465.87,468.53,465.39,458
11/24/21 16:35,467.1,465.79,468.5,465.6,457.97
11/24/21 16:40,467.55,465.62,468.71,465.64,457.77
11/24/21 16:45,466.98,465.83,468.62,465.82,457.68
11/24/21 16:50,467.07,465.81,468.65,465.84,457.55
11/24/21 16:55,467.39,465.89,469.18,466,457.63
11/24/21 17:00,467.41,465.41,469.28,465.84,457.25
11/24/21 17:05,467.18,465.68,469.29,465.99,457.34
11/24/21 17:10,467.52,466.02,469.21,465.97,457.34
11/24/21 17:15,467.91,465.91,469.34,466.01,457.25
11/24/21 17:20,468.18,466.06,469.06,465.95,457.25
11/24/21 17:25,468.43,466.21,469.36,465.9,457.2
11/24/21 17:30,468.41,466.32,469.16,465.9,457.2
11/24/21 17:35,468.06,466.3,469.02,465.97,457
11/24/21 17:40,468.07,466.47,469.5,465.9,457
11/24/21 17:45,468.23,466.65,469.37,465.73,457.06
11/24/21 17:50,468.47,466.34,469.51,465.71,457.1
11/24/21 17:55,468.3,466.46,469.39,465.9,457.1
11/24/21 18:00,468.05,466.5,469.52,465.95,457
11/24/21 18:05,468.1,466.43,469.4,466.04,456.98
11/24/21 18:10,467.97,466.79,469.48,466.06,456.96
11/24/21 18:15,468.38,466.83,469.54,466.01,456.95
11/24/21 18:20,468.15,466.86,469.56,466.14,457.16
11/24/21 18:25,467.94,467.58,469.64,466.17,457
11/24/21 18:30,467.83,467.7,469.65,466.12,456.91
11/24/21 18:35,467.98,467.7,469.59,,456.88
11/24/21 18:40,468.26,467.86,469.68,,456.91
11/24/21 18:45,468.27,467.97,469.55,459.26,456.94
11/24/21 18:50,468.56,467.98,469.54,459,456.93
11/24/21 18:55,468.62,468,469.55,459.17,456.9
11/24/21 19:00,468.65,468.01,469.54,459.48,456.98
11/24/21 19:05,468.56,467.97,469.56,458.91,456.92
11/24/21 19:10,468.79,467.99,469.55,458.98,457.15
11/24/21 19:15,468.83,467.99,469.54,459.15,457.02
11/24/21 19:20,468.77,468.02,469.51,459.09,456.95
11/24/21 19:25,468.96,467.99,469.59,459.36,457.06
11/24/21 19:30,468.84,468,469.54,459.15,457.07
11/24/21 19:35,468.81,467.98,469.54,459.57,457.05
11/24/21 19:40,468.67,467.99,469.55,460,457.07
11/24/21 19:45,468.66,467.99,469.54,459.96,457.12
11/24/21 19:50,468.71,467.99,469.74,459.49,457.1
11/24/21 19:55,468.62,467.69,469.69,459.68,
11/24/21 20:00,468.48,467.99,469.6,459.4,
11/24/21 20:05,468.41,468.03,469.73,459.2,462.18
11/24/21 20:10,467.82,467.99,469.77,459.49,462.6
11/24/21 20:15,467.79,468,469.72,460.01,462.75
11/24/21 20:20,468.31,468.02,469.75,459.96,462.37
11/24/21 20:25,468.27,467.98,469.63,459.97,462.55
11/24/21 20:30,467.87,467.95,469.63,459.86,462.43
11/24/21 20:35,468.06,468.22,469.73,459.81,462.01
11/24/21 20:40,468.05,468.33,469.65,460.23,461.9
11/24/21 20:45,468.53,468.04,469.74,459.56,461.79
11/24/21 20:50,468.5,468.17,469.88,459.64,461.87
11/24/21 20:55,468.71,468.16,469.72,459.76,461.7
11/24/21 21:00,468.62,468.06,469.75,459.86,461.59
11/24/21 21:05,468.65,468.21,469.92,460.12,461.96
11/24/21 21:10,469.18,468.25,469.91,460.26,462
11/24/21 21:15,469.28,468.2,469.92,460.2,462.07
11/24/21 21:20,469.29,468.03,469.98,460.35,462.19
11/24/21 21:25,469.21,468.12,469.94,460.48,462.55
11/24/21 21:30,469.34,468.18,469.99,460.33,462.77
11/24/21 21:35,469.06,468.08,470.02,460.13,462.69
11/24/21 21:40,469.36,467.96,470.03,460.06,462.81
11/24/21 21:45,469.16,467.83,470.22,460.72,462.6
11/24/21 21:50,469.02,467.85,,460.72,462.84
11/24/21 21:55,469.5,467.85,,460.59,463.15
11/24/21 22:00,469.37,467.9,460.96,460.79,463.02
11/24/21 22:05,469.51,468,460.54,461.1,463.23
11/24/21 22:10,469.39,468.04,461.52,461.47,463.19
11/24/21 22:15,469.52,468,460.59,461,463.25
11/24/21 22:20,469.4,468,460.8,460.57,463.14
11/24/21 22:25,469.48,468,460.35,460.49,463.24
11/24/21 22:30,469.54,468,460.3,460.38,463.19
11/24/21 22:35,469.56,468.1,460.71,460.44,463.22
11/24/21 22:40,469.64,468.1,460.72,460.71,463.13
11/24/21 22:45,469.65,468.07,460.86,460.68,463.05
11/24/21 22:50,469.59,468.07,460.67,460.61,463
11/24/21 22:55,469.68,468.07,460.53,460.25,462.73
11/24/21 23:00,469.55,468.07,461.28,460.8,462.67
11/24/21 23:05,469.54,467.98,461.42,460.35,462.51
11/24/21 23:10,469.55,467.98,461.56,460.48,462.49
11/24/21 23:15,469.54,,461.01,460.22,462.49
11/24/21 23:20,469.56,,461.34,460.55,462.3
11/24/21 23:25,469.55,,461.66,460.64,462.32
11/24/21 23:30,469.54,,461.11,460.89,462.36
11/24/21 23:35,469.51,,461.08,461.3,462.13
11/24/21 23:40,469.59,,460.95,462.12,462.53
11/24/21 23:45,469.54,,460.5,461.76,462.82
11/24/21 23:50,469.54,,460.84,461.86,462.82
11/24/21 23:55,469.55,,460.99,461.84,462.91
11/25/21 0:00,469.54,,461.3,461.97,462.76
11/25/21 0:05,469.74,,461.8,462.27,462.88
11/25/21 0:10,469.69,,461.63,461.99,462.52
11/25/21 0:15,469.6,,461.59,462.41,462.51
11/25/21 0:20,469.73,,461.54,462.41,462.79
11/25/21 0:25,469.77,,461.56,461.67,462.82
11/25/21 0:30,469.72,,460.94,462.03,462.93
11/25/21 0:35,469.75,,461.02,462.03,462.65
11/25/21 0:40,469.63,,461.41,461.52,462.96
11/25/21 0:45,469.63,,461.15,462.19,463.1
11/25/21 0:50,469.73,,461.3,462.19,463.43
11/25/21 0:55,469.65,,461.01,462.19,463.83
11/25/21 1:00,469.74,468.4,461.78,462.44,464.12
11/25/21 1:05,469.88,468.4,461.91,463.05,463.99
11/25/21 1:10,469.72,468.4,462.13,463.7,464.44
11/25/21 1:15,469.75,468.4,462.15,463,464.18
11/25/21 1:20,469.92,468.4,461.85,463,464.06
11/25/21 1:25,469.91,468.4,461.5,462.41,463.94
11/25/21 1:30,469.92,468.4,461.72,462.82,463.9
11/25/21 1:35,469.98,468.4,461.83,463.57,464.09
11/25/21 1:40,469.94,468.4,461.79,462.57,463.53
11/25/21 1:45,469.99,468.4,462.25,462.47,463.58
11/25/21 1:50,470.02,468.4,461.75,460.82,463.36
11/25/21 1:55,470.03,468.4,461.59,459.26,462.78
11/25/21 2:00,470.22,468.4,461.5,458.04,463.07
11/25/21 2:05,,468.4,461.99,458.04,463.52
11/26/21 6:25,,468.61,461.99,458.04,463.52
11/26/21 10:05,460.96,468.56,461.67,458.09,463.12
11/26/21 10:10,460.54,468.56,461.7,458.35,463.35
11/26/21 10:15,461.52,468.46,462.17,459.34,463.17
11/26/21 10:20,460.59,468.46,461.66,459.06,463.59
11/26/21 10:25,460.8,468.3,461.49,458.29,463.5
11/26/21 10:30,460.35,468.25,461.7,458.64,462.6
11/26/21 10:35,460.3,468.27,461.32,457.97,462.65
11/26/21 10:40,460.71,468.27,461.23,458.14,462.21
11/26/21 10:45,460.72,468.27,461.5,457.39,462.25
11/26/21 10:50,460.86,468.27,461.63,456.99,462.09
11/26/21 10:55,460.67,468.27,461.67,456.35,462.09
11/26/21 11:00,460.53,468.27,462.04,457.29,462.57
11/26/21 11:05,461.28,468.27,462,456.31,462.74
11/26/21 11:10,461.42,468.39,461.94,456.13,463.13
11/26/21 11:15,461.56,468.44,462.1,456.39,463.11
11/26/21 11:20,461.01,468.31,462.38,457.33,462.96
11/26/21 11:25,461.34,468.29,463.52,457.59,463.29
11/26/21 11:30,461.66,468.37,462.87,457.68,463.06
11/26/21 11:35,461.11,468.36,461.84,457.64,463.51
11/26/21 11:40,461.08,468.33,460.86,457.54,463.98
11/26/21 11:45,460.95,468.39,461.25,457.84,464.27
11/26/21 11:50,460.5,468.44,461.49,457.36,464.08
11/26/21 11:55,460.84,468.57,460.29,457.61,464.29
11/26/21 12:00,460.99,468.56,460.45,457.12,464.48
11/26/21 12:05,461.3,468.51,459.96,456.58,464.82
11/26/21 12:10,461.8,468.67,459.77,456.7,464.9
11/26/21 12:15,461.63,468.69,460.49,456.58,464.94
11/26/21 12:20,461.59,468.64,461.01,456.65,465.4
11/26/21 12:25,461.54,468.83,460.87,457.17,465.77
11/26/21 12:30,461.56,468.88,461.09,457.11,465.67
11/26/21 12:35,460.94,468.83,460.73,457.4,466.16
11/26/21 12:40,461.02,468.93,460.78,458.09,465.99
11/26/21 12:45,461.41,468.9,460.18,457.92,466.2
11/26/21 12:50,461.15,468.81,460.23,458.03,466.21
11/26/21 12:55,461.3,468.88,459.34,458.61,465.92
11/26/21 13:00,461.01,469.01,460.01,458.91,466.13
11/26/21 13:05,461.78,468.95,459.14,458.85,466.21
11/26/21 13:10,461.91,468.95,458.49,459,466.49
11/26/21 13:15,462.13,468.95,458.38,459.01,466.19
11/26/21 13:20,462.15,468.95,458.95,458.97,466.06
11/26/21 13:25,461.85,468.92,458.78,458.88,465.9
11/26/21 13:30,461.5,468.87,459.69,458.43,466.05
11/26/21 13:35,461.72,469.06,459.42,458.73,466.17
11/26/21 13:40,461.83,469.23,459.16,458.47,465.64
11/26/21 13:45,461.79,469.18,458.36,458.01,465.79
11/26/21 13:50,462.25,469.3,458.93,457.35,466.04
11/26/21 13:55,461.75,469.3,459.07,457.14,466.01
11/26/21 14:00,461.59,469.16,459.88,457.35,466.24
11/26/21 14:05,461.5,469.11,459.65,457.4,466.14
11/26/21 14:10,461.99,468.98,459.36,456.87,466.09
11/26/21 14:15,461.67,469.02,459.85,456.81,466.16
11/26/21 14:20,461.7,469.01,460.62,457.08,465.95
11/26/21 14:25,462.17,469.17,460.98,456.77,465.93
11/26/21 14:30,461.66,469.21,461.14,456.5,465.89
11/26/21 14:35,461.49,469.23,460.71,456.93,465.82
11/26/21 14:40,461.7,469.23,459.56,456.56,465.57
11/26/21 14:45,461.32,469.23,457.84,457.13,465.8
11/26/21 14:50,461.23,469.15,459.03,456.44,465.8
11/26/21 14:55,461.5,469.15,458.64,455.54,465.61
11/26/21 15:00,461.63,469.09,457.89,455.84,465.69
11/26/21 15:05,461.67,469.09,457.59,457.8,465.71
11/26/21 15:10,462.04,469.01,457.89,457.3,465.85
11/26/21 15:15,462,469.01,458.12,457.45,466.13
11/26/21 15:20,461.94,468.84,458.1,457.59,466.08
11/26/21 15:25,462.1,468.87,458.18,457.59,465.81
11/26/21 15:30,462.38,468.87,458,457.7,465.76
11/26/21 15:35,463.52,468.7,457.97,457.58,465.97
11/26/21 15:40,462.87,468.46,457.77,457.75,465.77
11/26/21 15:45,461.84,468.75,457.68,457.72,465.53
11/26/21 15:50,460.86,468.7,457.55,458.03,465.44
11/26/21 15:55,461.25,468.78,457.63,457.91,465.2
11/26/21 16:00,461.49,469.07,457.25,458.13,464.63
11/26/21 16:05,460.29,469.07,457.34,458.05,464.69
11/26/21 16:10,460.45,468.89,457.34,458.06,464.99
11/26/21 16:15,459.96,468.81,457.25,458.06,464.89
11/26/21 16:20,459.77,468.89,457.25,458.05,465.05
11/26/21 16:25,460.49,468.75,457.2,458.04,465.06
11/26/21 16:30,461.01,469.68,457.2,458.05,464.98
11/26/21 16:35,460.87,470.43,457,458.06,465.07
11/26/21 16:40,461.09,470.2,457,458,465.22
11/26/21 16:45,460.73,469.95,457.06,458,464.6
11/26/21 16:50,460.78,470.04,457.1,458,465.23
11/26/21 16:55,460.18,470.2,457.1,458.07,465.28
11/26/21 17:00,460.23,470.08,457,458.15,465.14
11/26/21 17:05,459.34,470.17,456.98,458.81,465.09
11/26/21 17:10,460.01,470.71,456.96,458.57,465.05
11/26/21 17:15,459.14,470.6,456.95,458.4,465.16
11/26/21 17:20,458.49,470.78,457.16,458.27,465
11/26/21 17:25,458.38,470.64,457,458.35,465.03
11/26/21 17:30,458.95,470.45,456.91,458.36,465.08
11/26/21 17:35,458.78,470.48,456.88,458.47,465.12
11/26/21 17:40,459.69,470.56,456.91,458.36,465.3
11/26/21 17:45,459.42,470.79,456.94,457.92,465.35
11/26/21 17:50,459.16,470.86,456.93,457.77,465.32
11/26/21 17:55,458.36,471.09,456.9,457.93,465.31
11/26/21 18:00,458.93,471.07,456.98,457.96,465.39
11/26/21 18:05,459.07,471.28,456.92,458.5,465.6
11/26/21 18:10,459.88,471.25,457.15,458.3,465.64
11/26/21 18:15,459.65,471.32,457.02,457.85,465.82
11/26/21 18:20,459.36,471.15,456.95,457.15,465.84
11/26/21 18:25,459.85,470.92,457.06,457.34,466
11/26/21 18:30,460.62,471.1,457.07,457.08,465.84
11/26/21 18:35,460.98,471.13,457.05,457.18,465.99
11/26/21 18:40,461.14,471.11,457.07,457.1,465.97
11/26/21 18:45,460.71,471.19,457.12,457.53,466.01
11/26/21 18:50,459.56,471.19,457.1,457.74,465.95
11/26/21 18:55,457.84,471.3,,457.63,465.9
11/26/21 19:00,459.03,471.17,,457.39,465.9
11/26/21 19:05,458.64,471.1,462.18,,465.97
11/26/21 19:10,457.89,471.08,462.6,,465.9
11/26/21 19:15,457.59,470.95,462.75,460.57,465.73
11/26/21 19:20,457.89,470.91,462.37,461.16,465.71
11/26/21 19:25,458.12,470.94,462.55,461.19,465.9
11/26/21 19:30,458.1,470.96,462.43,461.37,465.95
11/26/21 19:35,458.18,471,462.01,461.22,466.04
11/26/21 19:40,458,471.05,461.9,461.41,466.06
11/26/21 19:45,457.97,470.96,461.79,461.57,466.01
11/26/21 19:50,457.77,470.99,461.87,462.01,466.14
11/26/21 19:55,457.68,471.08,461.7,461.94,466.17
11/26/21 20:00,457.55,470.97,461.59,461.86,466.12
11/26/21 20:05,457.63,470.98,461.96,461.8,
11/26/21 20:10,457.25,470.81,462,461.75,
11/26/21 20:15,457.34,470.81,462.07,461.7,459.26
11/26/21 20:20,457.34,470.84,462.19,461.51,459
11/26/21 20:25,457.25,470.9,462.55,461.4,459.17
11/26/21 20:30,457.25,470.9,462.77,461.53,459.48
11/26/21 20:35,457.2,471.21,462.69,461.35,458.91
11/26/21 20:40,457.2,471.09,462.81,461.48,458.98
11/26/21 20:45,457,471.07,462.6,461.6,459.15
11/26/21 20:50,457,471.09,462.84,461.57,459.09
11/26/21 20:55,457.06,471.21,463.15,461.47,459.36
11/26/21 21:00,457.1,471.32,463.02,461.7,459.15
11/26/21 21:05,457.1,471.3,463.23,461.77,459.57
11/26/21 21:10,457,471.3,463.19,461.73,460
11/26/21 21:15,456.98,471.47,463.25,461.49,459.96
11/26/21 21:20,456.96,471.44,463.14,461.61,459.49
11/26/21 21:25,456.95,471.39,463.24,461.38,459.68
11/26/21 21:30,457.16,471.39,463.19,461.3,459.4
11/26/21 21:35,457,471.46,463.22,461.41,459.2
11/26/21 21:40,456.91,471.61,463.13,461.48,459.49
11/26/21 21:45,456.88,471.56,463.05,461.51,460.01
11/26/21 21:50,456.91,471.56,463,461.38,459.96
11/26/21 21:55,456.94,471.54,462.73,461.46,459.97
11/26/21 22:00,456.93,471.54,462.67,461.68,459.86
11/26/21 22:05,456.9,471.54,462.51,461.95,459.81
11/26/21 22:10,456.98,471.54,462.49,461.95,460.23
11/26/21 22:15,456.92,471.46,462.3,461.8,459.56
11/26/21 22:20,457.15,471.57,462.32,461.67,459.64
11/26/21 22:25,457.02,471.57,462.36,461.81,459.76
11/26/21 22:30,456.95,471.57,462.13,461.99,459.86
11/26/21 22:35,457.06,471.57,462.53,462.22,460.12
11/26/21 22:40,457.07,471.57,462.82,462.2,460.26
11/26/21 22:45,457.05,471.62,462.82,461.95,460.2
11/26/21 22:50,457.07,471.62,462.91,462.09,460.2
11/26/21 22:55,457.12,471.62,462.76,462.14,460.35
11/26/21 23:00,457.1,471.62,462.88,462,460.48
11/26/21 23:05,,471.62,462.52,462,460.33
11/29/21 6:25,,471.62,462.51,462,460.33
11/29/21 6:40,,471.79,462.51,462,460.33
11/29/21 6:50,,471.79,462.51,462,460.33
11/29/21 10:05,462.18,471.79,462.79,462.21,460.13
11/29/21 10:10,462.6,471.79,462.82,462.04,460.06
11/29/21 10:15,462.75,471.28,462.93,461.71,460.72
11/29/21 10:20,462.37,471.45,462.65,461.7,460.72
11/29/21 10:25,462.55,471.45,462.96,461.66,460.59
11/29/21 10:30,462.43,471.66,463.1,461.83,460.79
11/29/21 10:35,462.01,471.66,463.43,461.59,461.1
11/29/21 10:40,461.9,471.61,463.83,461.41,461.47
11/29/21 10:45,461.79,471.46,464.12,461.94,461
11/29/21 10:50,461.87,471.46,463.99,462.02,460.57
11/29/21 10:55,461.7,471.46,464.44,462.21,460.49
11/29/21 11:00,461.59,471.46,464.18,462.07,460.38
11/29/21 11:05,461.96,471.44,464.06,461.82,460.44
11/29/21 11:10,462,471.09,463.94,461.75,460.71
11/29/21 11:15,462.07,471.09,463.9,461.88,460.68
11/29/21 11:20,462.19,471.09,464.09,461.92,460.61
11/29/21 11:25,462.55,471.09,463.53,461.78,460.25
11/29/21 11:30,462.77,471.44,463.58,461.63,460.8
11/29/21 11:35,462.69,471.44,463.36,461.61,460.35
11/29/21 11:40,462.81,471.44,462.78,461.64,460.48
11/29/21 11:45,462.6,471.68,463.07,460.54,460.22
11/29/21 11:50,462.84,471.94,463.52,460.51,460.55
11/29/21 11:55,463.15,471.94,463.12,461.09,460.64
11/29/21 12:00,463.02,471.85,463.35,460.86,460.89
11/29/21 12:05,463.23,471.85,463.17,460.93,461.3
11/29/21 12:10,463.19,471.85,463.59,461.45,462.12
11/29/21 12:15,463.25,471.85,463.5,462.15,461.76
11/29/21 12:20,463.14,470.58,462.6,462.82,461.86
11/29/21 12:25,463.24,470.72,462.65,462.61,461.84
11/29/21 12:30,463.19,470.72,462.21,462.98,461.97
11/29/21 12:35,463.22,470.72,462.25,462.79,462.27
11/29/21 12:40,463.13,470.67,462.09,462.26,461.99
11/29/21 12:45,463.05,470.68,462.09,462.39,462.41
11/29/21 12:50,463,470.67,462.57,461.78,461.67
11/29/21 12:55,462.73,470.67,462.74,462.41,462.03
11/29/21 13:00,462.67,470.69,463.13,463.01,461.52
11/29/21 13:05,462.51,470.71,463.11,463.36,462.19
11/29/21 13:10,462.49,470.74,462.96,463.46,462.44
11/29/21 13:15,462.3,470.73,463.29,463.25,463.05
11/29/21 13:20,462.32,470.73,463.06,463.43,463.7
11/29/21 13:25,462.36,470.76,463.51,464.31,463
11/29/21 13:30,462.13,470.76,463.98,464.46,463
11/29/21 13:35,462.53,470.76,464.27,464.53,462.41
11/29/21 13:40,462.82,470.78,464.08,464.25,462.82
11/29/21 13:45,462.82,470.78,464.29,464.13,463.57
11/29/21 13:50,462.91,470.78,464.48,463.95,462.57
11/29/21 13:55,462.76,470.82,464.82,463.83,462.47
11/29/21 14:00,462.88,470.82,464.9,463.75,460.82
11/29/21 14:05,462.52,470.7,464.94,463.11,459.26
11/29/21 14:10,462.51,470.68,465.4,462.67,458.04
11/29/21 14:15,462.79,470.68,465.77,463.13,458.09
11/29/21 14:20,462.82,470.71,465.67,462.97,458.35
11/29/21 14:25,462.93,470.82,466.16,463.28,459.34
11/29/21 14:30,462.65,470.82,465.99,463.55,459.06
11/29/21 14:35,462.96,470.8,466.2,463.07,458.29
11/29/21 14:40,463.1,470.72,466.21,462.61,458.64
11/29/21 14:45,463.43,470.71,465.92,462.83,457.97
11/29/21 14:50,463.83,470.71,466.13,462.85,458.14
11/29/21 14:55,464.12,470.71,466.21,462.61,457.39
11/29/21 15:00,463.99,470.7,466.49,462.36,456.99
11/29/21 15:05,464.44,470.72,466.19,461.33,456.35
11/29/21 15:10,464.18,470.72,466.06,460.46,457.29
11/29/21 15:15,464.06,470.72,465.9,460.67,456.31
11/29/21 15:20,463.94,470.8,466.05,459.61,456.13
11/29/21 15:25,463.9,470.77,466.17,459.65,456.39
11/29/21 15:30,464.09,470.69,465.64,458.81,457.33
11/29/21 15:35,463.53,470.68,465.79,459.81,457.59
11/29/21 15:40,463.58,470.68,466.04,460.25,457.68
11/29/21 15:45,463.36,470.71,466.01,459.9,457.64
11/29/21 15:50,462.78,470.63,466.24,459.86,457.54
11/29/21 15:55,463.07,470.58,466.14,459.07,457.84
11/29/21 16:00,463.52,470.56,466.09,457.52,457.36
11/29/21 16:05,463.12,470.59,466.16,458.64,457.61
11/29/21 16:10,463.35,470.63,465.95,459.12,457.12
11/29/21 16:15,463.17,470.64,465.93,458.56,456.58
11/29/21 16:20,463.59,470.55,465.89,458.06,456.7
11/29/21 16:25,463.5,470.58,465.82,457.66,456.58
11/29/21 16:30,462.6,470.6,465.57,457.05,456.65
11/29/21 16:35,462.65,470.56,465.8,458.07,457.17
11/29/21 16:40,462.21,470.56,465.8,458.69,457.11
11/29/21 16:45,462.25,470.62,465.61,458.72,457.4
11/29/21 16:50,462.09,470.63,465.69,458.69,458.09
11/29/21 16:55,462.09,470.56,465.71,458.02,457.92
11/29/21 17:00,462.57,470.63,465.85,458.43,458.03
11/29/21 17:05,462.74,470.6,466.13,457.44,458.61
11/29/21 17:10,463.13,470.55,466.08,457.5,458.91
11/29/21 17:15,463.11,470.59,465.81,456.45,458.85
11/29/21 17:20,462.96,,465.76,455.9,459
11/29/21 17:25,463.29,,465.97,456.21,459.01
11/29/21 17:30,463.06,470.89,465.77,454.88,458.97
11/29/21 17:35,463.51,471.26,465.53,453.71,458.88
11/29/21 17:40,463.98,471.25,465.44,453.87,458.43
11/29/21 17:45,464.27,471.01,465.2,454.01,458.73
11/29/21 17:50,464.08,471,464.63,454.56,458.47
11/29/21 17:55,464.29,471.07,464.69,455.23,458.01
11/29/21 18:00,464.48,470.9,464.99,453.69,457.35
11/29/21 18:05,464.82,471.15,464.89,452.73,457.14
11/29/21 18:10,464.9,471.23,465.05,450.51,457.35
11/29/21 18:15,464.94,471.26,465.06,450.4,457.4
11/29/21 18:20,465.4,471.46,464.98,450.72,456.87
11/29/21 18:25,465.77,471.41,465.07,451.04,456.81
11/29/21 18:30,465.67,471.4,465.22,450.59,457.08
11/29/21 18:35,466.16,471.33,464.6,450.9,456.77
11/29/21 18:40,465.99,471.35,465.23,450.63,456.5
11/29/21 18:45,466.2,471.52,465.28,450.35,456.93
11/29/21 18:50,466.21,471.47,465.14,450.48,456.56
11/29/21 18:55,465.92,471.51,465.09,449.94,457.13
11/29/21 19:00,466.13,471.51,465.05,450.5,456.44
11/29/21 19:05,466.21,471.5,465.16,450.66,455.54
11/29/21 19:10,466.49,471.55,465,450.5,455.84
11/29/21 19:15,466.19,471.57,465.03,450.6,457.8
11/29/21 19:20,466.06,471.55,465.08,450.66,457.3
11/29/21 19:25,465.9,471.46,465.12,450.5,457.45
11/29/21 19:30,466.05,471.46,465.3,450.53,457.59
11/29/21 19:35,466.17,471.55,465.35,450.71,457.59
11/29/21 19:40,465.64,471.51,465.32,450.77,457.7
11/29/21 19:45,465.79,471.5,465.31,450.9,457.58
11/29/21 19:50,466.04,471.33,465.39,450.84,457.75
11/29/21 19:55,466.01,471.38,465.6,450.95,457.72
11/29/21 20:00,466.24,471.33,465.64,450.91,458.03
11/29/21 20:05,466.14,471.45,465.82,451,457.91
11/29/21 20:10,466.09,471.45,465.84,450.98,458.13
11/29/21 20:15,466.16,471.37,466,451.33,458.05
11/29/21 20:20,465.95,471.48,465.84,451.62,458.06
11/29/21 20:25,465.93,471.49,465.99,451.57,458.06
11/29/21 20:30,465.89,471.47,465.97,451.11,458.05
11/29/21 20:35,465.82,471.54,466.01,450.51,458.04
11/29/21 20:40,465.57,471.61,465.95,450.97,458.05
11/29/21 20:45,465.8,471.75,465.9,451.72,458.06
11/29/21 20:50,465.8,471.89,465.9,451.7,458
11/29/21 20:55,465.61,471.88,465.97,451.7,458
11/29/21 21:00,465.69,472.16,465.9,452.08,458
11/29/21 21:05,465.71,472.22,465.73,452.32,458.07
11/29/21 21:10,465.85,472.14,465.71,452.35,458.15
